post_id,title,category,char_count,url,published_date,candidate
212,アレックス・スコット移籍争奪戦：ボーンマスが£8000万の値付け、マンUも参戦,united,1437,https://premier-blog.com/2026/06/10/%e3%82%a2%e3%83%ac%e3%83%83%e3%82%af%e3%82%b9%e3%83%bb%e3%82%b9%e3%82%b3%e3%83%83%e3%83%88%e7%a7%bb%e7%b1%8d%e4%ba%89%e5%a5%aa%e6%88%a6%ef%bc%9a%e3%83%9c%e3%83%bc%e3%83%b3%e3%83%9e%e3%82%b9%e3%81%8c80/,2026-06-10T11:18:08,
93,アンス・ファティ、モナコへ完全移籍確定――バルサへの移籍金は1100万ユーロ,transfers,1442,https://premier-blog.com/2026/06/06/%e3%82%a2%e3%83%b3%e3%82%b9%e3%83%bb%e3%83%95%e3%82%a1%e3%83%86%e3%82%a3%e3%80%81%e3%83%a2%e3%83%8a%e3%82%b3%e3%81%b8%e5%ae%8c%e5%85%a8%e7%a7%bb%e7%b1%8d%e7%a2%ba%e5%ae%9a%e2%80%95%e2%80%95%e3%83%90/,2026-06-06T08:45:22,
200,ブライトン・バレバ、ユナイテッド移籍を選手と協議―移籍金も判明,united,1444,https://premier-blog.com/2026/06/10/%e3%83%96%e3%83%a9%e3%82%a4%e3%83%88%e3%83%b3%e3%83%bb%e3%83%90%e3%83%ac%e3%83%90%e3%80%81%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e7%a7%bb%e7%b1%8d%e3%82%92%e9%81%b8%e6%89%8b%e3%81%a8/,2026-06-10T11:18:13,
2377,エバートン vs マンチェスター・ユナイテッド プレビュー｜プレミアリーグ第3節・見どころ,united,1447,https://premier-blog.com/2026/09/04/%e3%82%a8%e3%83%90%e3%83%bc%e3%83%88%e3%83%b3-vs-%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89-%e3%83%97%e3%83%ac/,2026-09-04T12:02:57,
411,W杯2026：ティンバー離脱でオランダに試練、デ・リフトも背中手術で欠場,column,1491,https://premier-blog.com/2026/06/17/w%e6%9d%af2026%ef%bc%9a%e3%83%86%e3%82%a3%e3%83%b3%e3%83%90%e3%83%bc%e9%9b%a2%e8%84%b1%e3%81%a7%e3%82%aa%e3%83%a9%e3%83%b3%e3%83%80%e3%81%ab%e8%a9%a6%e7%b7%b4%e3%80%81%e3%83%87%e3%83%bb%e3%83%aa/,2026-06-17T11:09:59,
178,マンチェスター・シティ、エリオット・アンダーソン獲得へ正式オファー準備中,transfers,1510,https://premier-blog.com/2026/06/09/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e3%80%81%e3%82%a8%e3%83%aa%e3%82%aa%e3%83%83%e3%83%88%e3%83%bb%e3%82%a2%e3%83%b3%e3%83%80%e3%83%bc/,2026-06-09T07:36:35,
240,マンチェスター・ユナイテッド、マテウス・フェルナンデス獲得に継続的な関心　複数クラブと争奪戦へ,united,1517,https://premier-blog.com/2026/06/11/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%80%81%e3%83%9e%e3%83%86%e3%82%a6%e3%82%b9%e3%83%bb%e3%83%95%e3%82%a7/,2026-06-11T10:11:17,
188,イグナツィオ・アバテ、トリノFCの新監督に就任合意――2028年6月まで2年契約,transfers,1523,https://premier-blog.com/2026/06/09/%e3%82%a4%e3%82%b0%e3%83%8a%e3%83%84%e3%82%a3%e3%82%aa%e3%83%bb%e3%82%a2%e3%83%90%e3%83%86%e3%80%81%e3%83%88%e3%83%aa%e3%83%8efc%e3%81%ae%e6%96%b0%e7%9b%a3%e7%9d%a3%e3%81%ab%e5%b0%b1%e4%bb%bb%e5%90%88/,2026-06-09T07:36:30,
175,モウリーニョがユナイテッドの補強を妨害？マテウス・フェルナンデス争奪戦の行方,europe,1540,https://premier-blog.com/2026/06/09/%e3%83%a2%e3%82%a6%e3%83%aa%e3%83%bc%e3%83%8b%e3%83%a7%e3%81%8c%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%ae%e8%a3%9c%e5%bc%b7%e3%82%92%e5%a6%a8%e5%ae%b3%ef%bc%9f%e3%83%9e%e3%83%86/,2026-06-09T07:35:04,
349,ラミン・ヤマル、ハムストリング負傷を乗り越えW杯出場へ「完璧な状態」とスペイン監督が太鼓判,column,1577,https://premier-blog.com/2026/06/15/%e3%83%a9%e3%83%9f%e3%83%b3%e3%83%bb%e3%83%a4%e3%83%9e%e3%83%ab%e3%80%81%e3%83%8f%e3%83%a0%e3%82%b9%e3%83%88%e3%83%aa%e3%83%b3%e3%82%b0%e8%b2%a0%e5%82%b7%e3%82%92%e4%b9%97%e3%82%8a%e8%b6%8a%e3%81%88w/,2026-06-15T10:17:11,
369,ルーニーがW杯でイングランド決勝進出を予言、サカの重要性も強調,united,1587,https://premier-blog.com/2026/06/16/%e3%83%ab%e3%83%bc%e3%83%8b%e3%83%bc%e3%81%8cw%e6%9d%af%e3%81%a7%e3%82%a4%e3%83%b3%e3%82%b0%e3%83%a9%e3%83%b3%e3%83%89%e6%b1%ba%e5%8b%9d%e9%80%b2%e5%87%ba%e3%82%92%e4%ba%88%e8%a8%80%e3%80%81%e3%82%b5/,2026-06-16T14:07:36,
12,マン・ユナイテッドの夏の移籍市場：マイケル・キャリック体制で大型補強計画、エデルソンら4主要ターゲットと7選手放出,transfers,1591,https://premier-blog.com/2026/06/05/%e3%83%9e%e3%83%b3%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%ae%e5%a4%8f%e3%81%ae%e7%a7%bb%e7%b1%8d%e5%b8%82%e5%a0%b4%ef%bc%9a%e3%83%9e%e3%82%a4%e3%82%b1%e3%83%ab%e3%83%bb/,2026-06-05T20:17:12,
230,モウリーニョ、レアル・マドリード監督就任正式決定――ベンフィカに違約金1500万ユーロ支払い,europe,1594,https://premier-blog.com/2026/06/10/%e3%83%a2%e3%82%a6%e3%83%aa%e3%83%bc%e3%83%8b%e3%83%a7%e3%80%81%e3%83%ac%e3%82%a2%e3%83%ab%e3%83%bb%e3%83%9e%e3%83%89%e3%83%aa%e3%83%bc%e3%83%89%e7%9b%a3%e7%9d%a3%e5%b0%b1%e4%bb%bb%e6%ad%a3%e5%bc%8f/,2026-06-10T11:17:56,
115,アデモラ・ルックマン、アーセナルへのオファーが浮上——移籍金4300万ポンドの争奪戦,transfers,1617,https://premier-blog.com/2026/06/07/%e3%82%a2%e3%83%87%e3%83%a2%e3%83%a9%e3%83%bb%e3%83%ab%e3%83%83%e3%82%af%e3%83%9e%e3%83%b3%e3%80%81%e3%82%a2%e3%83%bc%e3%82%bb%e3%83%8a%e3%83%ab%e3%81%b8%e3%81%ae%e3%82%aa%e3%83%95%e3%82%a1%e3%83%bc/,2026-06-07T07:10:59,
257,マン・シティがアンダーソン獲得へ新オファー、マン・ユナイテッドも争奪戦参戦,transfers,1617,https://premier-blog.com/2026/06/11/%e3%83%9e%e3%83%b3%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e3%81%8c%e3%82%a2%e3%83%b3%e3%83%80%e3%83%bc%e3%82%bd%e3%83%b3%e7%8d%b2%e5%be%97%e3%81%b8%e6%96%b0%e3%82%aa%e3%83%95%e3%82%a1%e3%83%bc%e3%80%81/,2026-06-11T10:11:08,
98,バイエルン、17歳リバプールのリオ・グウェモア獲得へ動く,transfers,1621,https://premier-blog.com/2026/06/06/%e3%83%90%e3%82%a4%e3%82%a8%e3%83%ab%e3%83%b3%e3%80%8117%e6%ad%b3%e3%83%aa%e3%83%90%e3%83%97%e3%83%bc%e3%83%ab%e3%81%ae%e3%83%aa%e3%82%aa%e3%83%bb%e3%82%b0%e3%82%a6%e3%82%a7%e3%83%a2%e3%82%a2%e7%8d%b2/,2026-06-06T08:45:21,
299,PSGがマン・ユナイテッドの移籍ターゲット、マテウス・フェルナンデス（£8000万）の争奪戦に参戦,united,1631,https://premier-blog.com/2026/06/12/psg%e3%81%8c%e3%83%9e%e3%83%b3%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%ae%e7%a7%bb%e7%b1%8d%e3%82%bf%e3%83%bc%e3%82%b2%e3%83%83%e3%83%88%e3%80%81%e3%83%9e%e3%83%86/,2026-06-12T09:25:09,
336,エデルソン、ワールドカップ招集でユナイテッド加入が遅延へ――移籍金3500万ポンドの最新情報,united,1645,https://premier-blog.com/2026/06/15/%e3%82%a8%e3%83%87%e3%83%ab%e3%82%bd%e3%83%b3%e3%80%81%e3%83%af%e3%83%bc%e3%83%ab%e3%83%89%e3%82%ab%e3%83%83%e3%83%97%e6%8b%9b%e9%9b%86%e3%81%a7%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89/,2026-06-15T10:17:15,
401,アフォンソ・モレイラ、バイエル・レバークーゼンへ移籍合意　リヨンに3200万ユーロ,transfers,1645,https://premier-blog.com/2026/06/17/%e3%82%a2%e3%83%95%e3%82%a9%e3%83%b3%e3%82%bd%e3%83%bb%e3%83%a2%e3%83%ac%e3%82%a4%e3%83%a9%e3%80%81%e3%83%90%e3%82%a4%e3%82%a8%e3%83%ab%e3%83%bb%e3%83%ac%e3%83%90%e3%83%bc%e3%82%af%e3%83%bc%e3%82%bc/,2026-06-17T11:10:03,
339,マンチェスター・ユナイテッド、5億5000万ドル資金調達も金利1.57%上昇の打撃,united,1652,https://premier-blog.com/2026/06/15/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%80%815%e5%84%845000%e4%b8%87%e3%83%89%e3%83%ab%e8%b3%87%e9%87%91/,2026-06-15T10:17:13,
289,キーラン・マッケンナ監督辞任——4年で3度昇格のイプスウィッチを離れる,column,1666,https://premier-blog.com/2026/06/11/%e3%82%ad%e3%83%bc%e3%83%a9%e3%83%b3%e3%83%bb%e3%83%9e%e3%83%83%e3%82%b1%e3%83%b3%e3%83%8a%e7%9b%a3%e7%9d%a3%e8%be%9e%e4%bb%bb-4%e5%b9%b4%e3%81%a73%e5%ba%a6%e6%98%87%e6%a0%bc%e3%81%ae/,2026-06-11T10:10:52,
129,アルベルト・アクィラーニ、サッスオーロ新監督に就任合意――契約は2028年6月まで,transfers,1675,https://premier-blog.com/2026/06/07/%e3%82%a2%e3%83%ab%e3%83%99%e3%83%ab%e3%83%88%e3%83%bb%e3%82%a2%e3%82%af%e3%82%a3%e3%83%a9%e3%83%bc%e3%83%8b%e3%80%81%e3%82%b5%e3%83%83%e3%82%b9%e3%82%aa%e3%83%bc%e3%83%ad%e6%96%b0%e7%9b%a3%e7%9d%a3/,2026-06-07T10:00:46,
38,レアル・マドリード会長選候補がハーランド獲得を公証人の前で宣言、マンCが法的措置を警告,transfers,1681,https://premier-blog.com/2026/06/05/%e3%83%ac%e3%82%a2%e3%83%ab%e3%83%bb%e3%83%9e%e3%83%89%e3%83%aa%e3%83%bc%e3%83%89%e4%bc%9a%e9%95%b7%e9%81%b8%e5%80%99%e8%a3%9c%e3%81%8c%e3%83%8f%e3%83%bc%e3%83%a9%e3%83%b3%e3%83%89%e7%8d%b2%e5%be%97/,2026-06-05T20:17:12,
365,マンチェスター・ユナイテッドがAmazon「All or Nothing」に登場、記録的契約で2026-27シーズンを密着撮影,united,1686,https://premier-blog.com/2026/06/16/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%8camazon%e3%80%8call-or-nothing%e3%80%8d%e3%81%ab%e7%99%bb%e5%a0%b4/,2026-06-16T14:07:39,
208,マテウス・フェルナンデス争奪戦：マンUが第1希望、アーセナルも参戦,united,1691,https://premier-blog.com/2026/06/10/%e3%83%9e%e3%83%86%e3%82%a6%e3%82%b9%e3%83%bb%e3%83%95%e3%82%a7%e3%83%ab%e3%83%8a%e3%83%b3%e3%83%87%e3%82%b9%e4%ba%89%e5%a5%aa%e6%88%a6%ef%bc%9a%e3%83%9e%e3%83%b3u%e3%81%8c%e7%ac%ac1%e5%b8%8c%e6%9c%9b/,2026-06-10T11:18:09,
112,マンチェスター・ユナイテッド、エデルソンを4500万ユーロで獲得合意――7月加入へ手続き完了,transfers,1697,https://premier-blog.com/2026/06/07/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%80%81%e3%82%a8%e3%83%87%e3%83%ab%e3%82%bd%e3%83%b3%e3%82%924500/,2026-06-07T07:11:01,
293,マンチェスター・シティ、エリオット・アンダーソン獲得へ£122m2度目入札もフォレスト拒否,column,1728,https://premier-blog.com/2026/06/11/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e3%80%81%e3%82%a8%e3%83%aa%e3%82%aa%e3%83%83%e3%83%88%e3%83%bb%e3%82%a2%e3%83%b3%e3%83%80%e3%83%bc-2/,2026-06-11T10:10:50,
191,ダルウィン・ヌニェス、リバプール復帰を熱望──バルサ・チェルシーも争奪戦に参戦,europe,1729,https://premier-blog.com/2026/06/09/%e3%83%80%e3%83%ab%e3%82%a6%e3%82%a3%e3%83%b3%e3%83%bb%e3%83%8c%e3%83%8b%e3%82%a7%e3%82%b9%e3%80%81%e3%83%aa%e3%83%90%e3%83%97%e3%83%bc%e3%83%ab%e5%be%a9%e5%b8%b0%e3%82%92%e7%86%b1%e6%9c%9b%e2%94%80/,2026-06-09T07:36:27,
250,マン・シティ、アンダーソンに1億0600万ポンドの新オファー提示――フォレストは拒否,transfers,1736,https://premier-blog.com/2026/06/11/%e3%83%9e%e3%83%b3%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e3%80%81%e3%82%a2%e3%83%b3%e3%83%80%e3%83%bc%e3%82%bd%e3%83%b3%e3%81%ab1%e5%84%840600%e4%b8%87%e3%83%9d%e3%83%b3%e3%83%89%e3%81%ae%e6%96%b0/,2026-06-11T10:11:12,
362,アモリム解任でマンUが補償金£8〜10m節約へ、ACミラン移籍が鍵,united,1752,https://premier-blog.com/2026/06/16/%e3%82%a2%e3%83%a2%e3%83%aa%e3%83%a0%e8%a7%a3%e4%bb%bb%e3%81%a7%e3%83%9e%e3%83%b3u%e3%81%8c%e8%a3%9c%e5%84%9f%e9%87%918%e3%80%9c10m%e7%af%80%e7%b4%84%e3%81%b8%e3%80%81ac%e3%83%9f%e3%83%a9%e3%83%b3/,2026-06-16T14:07:42,
406,ルベン・アモリム、ACミラン監督就任確定——マンU財政にも恩恵,column,1760,https://premier-blog.com/2026/06/17/%e3%83%ab%e3%83%99%e3%83%b3%e3%83%bb%e3%82%a2%e3%83%a2%e3%83%aa%e3%83%a0%e3%80%81ac%e3%83%9f%e3%83%a9%e3%83%b3%e7%9b%a3%e7%9d%a3%e5%b0%b1%e4%bb%bb%e7%a2%ba%e5%ae%9a-%e3%83%9e%e3%83%b3/,2026-06-17T11:10:02,
2029,マンチェスター・ユナイテッドのアカデミー出身者、「85年連続」を支えた成功選手は誰？,column,1762,https://premier-blog.com/2026/08/22/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%ae%e3%82%a2%e3%82%ab%e3%83%87%e3%83%9f%e3%83%bc%e5%87%ba%e8%ba%ab/,2026-08-22T10:50:55,
1992,マンチェスター・ユナイテッドの欧州タイトルは全部で何個？歴代制覇の全記録,united,1767,https://premier-blog.com/2026/08/21/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%ae%e6%ac%a7%e5%b7%9e%e3%82%bf%e3%82%a4%e3%83%88%e3%83%ab%e3%81%af/,2026-08-21T09:39:56,
358,トッテナム、マン・シティ選手2名を計1億ポンドで獲得へ動く——バオヤ争奪戦にも参戦,united,1777,https://premier-blog.com/2026/06/16/%e3%83%88%e3%83%83%e3%83%86%e3%83%8a%e3%83%a0%e3%80%81%e3%83%9e%e3%83%b3%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e9%81%b8%e6%89%8b2%e5%90%8d%e3%82%92%e8%a8%881%e5%84%84%e3%83%9d%e3%83%b3%e3%83%89%e3%81%a7/,2026-06-16T14:07:43,
157,エデルソン、移籍合意直後にブラジルW杯緊急招集——ユナイテッド正式発表は持ち越し,transfers,1787,https://premier-blog.com/2026/06/08/%e3%82%a8%e3%83%87%e3%83%ab%e3%82%bd%e3%83%b3%e3%80%81%e7%a7%bb%e7%b1%8d%e5%90%88%e6%84%8f%e7%9b%b4%e5%be%8c%e3%81%ab%e3%83%96%e3%83%a9%e3%82%b8%e3%83%abw%e6%9d%af%e7%b7%8a%e6%80%a5%e6%8b%9b%e9%9b%86/,2026-06-08T09:52:46,
217,ウルブズ、トリッピアー＆ラウル・ヒメネスを24時間でW無料獲得——チャンピオンシップ再建へ,europe,1793,https://premier-blog.com/2026/06/10/%e3%82%a6%e3%83%ab%e3%83%96%e3%82%ba%e3%80%81%e3%83%88%e3%83%aa%e3%83%83%e3%83%94%e3%82%a2%e3%83%bc%ef%bc%86%e3%83%a9%e3%82%a6%e3%83%ab%e3%83%bb%e3%83%92%e3%83%a1%e3%83%8d%e3%82%b9%e3%82%9224%e6%99%82/,2026-06-10T11:18:04,
245,マン・シティ、エリオット・アンダーソン獲得へ1億2100万ポンドの新提示額を提出,transfers,1795,https://premier-blog.com/2026/06/11/%e3%83%9e%e3%83%b3%e3%83%bb%e3%82%b7%e3%83%86%e3%82%a3%e3%80%81%e3%82%a8%e3%83%aa%e3%82%aa%e3%83%83%e3%83%88%e3%83%bb%e3%82%a2%e3%83%b3%e3%83%80%e3%83%bc%e3%82%bd%e3%83%b3%e7%8d%b2%e5%be%97%e3%81%b81/,2026-06-11T10:11:15,
2482,マンチェスター・ユナイテッド vs サバーFK プレビュー｜UEFAチャンピオンズリーグ第1節・見どころ,united,1796,https://premier-blog.com/2026/09/08/%e3%83%9e%e3%83%b3%e3%83%81%e3%82%a7%e3%82%b9%e3%82%bf%e3%83%bc%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89-vs-%e3%82%b5%e3%83%90%e3%83%bcfk-%e3%83%97%e3%83%ac%e3%83%93%e3%83%a5/,2026-09-08T11:03:33,
423,トッテナム、トナーリ争奪戦に参戦——移籍金1億ポンドでアーセナル・マンCと三つ巴,column,1803,https://premier-blog.com/2026/06/18/%e3%83%88%e3%83%83%e3%83%86%e3%83%8a%e3%83%a0%e3%80%81%e3%83%88%e3%83%8a%e3%83%bc%e3%83%aa%e4%ba%89%e5%a5%aa%e6%88%a6%e3%81%ab%e5%8f%82%e6%88%a6-%e7%a7%bb%e7%b1%8d%e9%87%911%e5%84%84/,2026-06-18T08:52:52,
103,エミリアーノ・マルティネス争奪戦：ユベントスとインテルが争奪、年俸700万ユーロが壁,europe,1804,https://premier-blog.com/2026/06/06/%e3%82%a8%e3%83%9f%e3%83%aa%e3%82%a2%e3%83%bc%e3%83%8e%e3%83%bb%e3%83%9e%e3%83%ab%e3%83%86%e3%82%a3%e3%83%8d%e3%82%b9%e4%ba%89%e5%a5%aa%e6%88%a6%ef%bc%9a%e3%83%a6%e3%83%99%e3%83%b3%e3%83%88%e3%82%b9/,2026-06-06T08:45:19,
89,マン・ユナイテッドがンジャイェ獲得へ、エバートンが移籍金を設定,transfers,1821,https://premier-blog.com/2026/06/06/%e3%83%9e%e3%83%b3%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%81%8c%e3%83%b3%e3%82%b8%e3%83%a3%e3%82%a4%e3%82%a7%e7%8d%b2%e5%be%97%e3%81%b8%e3%80%81%e3%82%a8%e3%83%90%e3%83%bc/,2026-06-06T08:45:25,
419,リバプール、ムニョス獲得でニューカッスルを逆転——移籍金3000万ユーロ超,transfers,1840,https://premier-blog.com/2026/06/18/%e3%83%aa%e3%83%90%e3%83%97%e3%83%bc%e3%83%ab%e3%80%81%e3%83%a0%e3%83%8b%e3%83%a7%e3%82%b9%e7%8d%b2%e5%be%97%e3%81%a7%e3%83%8b%e3%83%a5%e3%83%bc%e3%82%ab%e3%83%83%e3%82%b9%e3%83%ab%e3%82%92%e9%80%86/,2026-06-18T08:52:55,
72,ラファエル・レアオ、マンUとアーセナルへの移籍を夏に拒否か——移籍金43億円報道の全容,transfers,1857,https://premier-blog.com/2026/06/06/%e3%83%a9%e3%83%95%e3%82%a1%e3%82%a8%e3%83%ab%e3%83%bb%e3%83%ac%e3%82%a2%e3%82%aa%e3%80%81%e3%83%9e%e3%83%b3u%e3%81%a8%e3%82%a2%e3%83%bc%e3%82%bb%e3%83%8a%e3%83%ab%e3%81%b8%e3%81%ae%e7%a7%bb%e7%b1%8d/,2026-06-06T08:45:34,
24,アーセナル、レスターの&#8221;世代の逸材&#8221;モンガ獲得へ前進――ユナイテッドとチェルシーを退ける,transfers,1865,https://premier-blog.com/2026/06/05/%e3%82%a2%e3%83%bc%e3%82%bb%e3%83%8a%e3%83%ab%e3%80%81%e3%83%ac%e3%82%b9%e3%82%bf%e3%83%bc%e3%81%ae%e4%b8%96%e4%bb%a3%e3%81%ae%e9%80%b8%e6%9d%90%e3%83%a2%e3%83%b3%e3%82%ac%e7%8d%b2%e5%be%97/,2026-06-05T20:17:12,
319,クーニャ争奪戦にマン・ユナイテッドも参戦、チェルシーは移籍金約60億円を要求,column,1871,https://premier-blog.com/2026/06/12/%e3%82%af%e3%83%bc%e3%83%8b%e3%83%a3%e4%ba%89%e5%a5%aa%e6%88%a6%e3%81%ab%e3%83%9e%e3%83%b3%e3%83%bb%e3%83%a6%e3%83%8a%e3%82%a4%e3%83%86%e3%83%83%e3%83%89%e3%82%82%e5%8f%82%e6%88%a6%e3%80%81%e3%83%81/,2026-06-12T09:24:58,
